"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Sudan","732","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","1.67647175","1.51706274","1.11892070","0.85177975","1.05616810","2.76643123","3.47453727","1.88843755","2.42565753","5.68043151","2.05767300",
"Afghanistan","512","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","10.23723976","10.35772946","11.14864117","11.09070911","12.23264403","13.46882174","14.73207259","20.27417459",,,,
"Armenia","911","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","4.92398756","4.04437022","4.76553290","4.67799560","4.15720901","3.56571591","6.72854166","5.12864088","3.80497057","3.93289874","3.82326832",
"Azerbaijan","912","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","8.61232285","8.95017586","3.64254548","2.78820523","3.61561609","3.81138057","4.83312666","4.67855565","3.99070508","6.80725836","6.38041189",
"Tajikistan","923","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","1.36388822","1.84341921","2.02653290","2.83431393","4.81262395","4.52029527","5.62304435","6.30773664","5.69963377","7.94209996","6.06423570",
"Iran, Islamic Republic of","429","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","43.90691811","19.66732848","12.75393366","9.28058243","7.98763545","30.51145372","32.78278216","36.66774440","40.07087034","45.58566873","45.51699197",
"Oman","449","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","5.05016285","5.32660554","6.74579799","6.95499729","5.42333509","6.40687180","5.91087539","4.83923969","5.10821051","4.42715833","4.50052676",
"Jordan","439","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","6.63013577","8.44114918","9.07623365","8.08392748","8.14795147","7.95300787","10.01741444","8.71449795","7.61889805","7.60993484","7.95254678",
"Qatar","453","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","7.90273676","8.72358863","7.03803506","6.12080519","2.71812383","5.47287136","8.07372637","8.02560327","6.78869985","7.67968300","7.86372284",
"Kyrgyz Republic","917","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","4.11895782","4.79295535","4.45512975","4.62298034","4.00014266","4.04723968","6.43324816","5.31057223","3.17662954","2.77640206","2.14581709",
"Arab World","489","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","13.02647451","13.88310254","12.85342200","10.83386208","9.92467319","10.21864345","12.17249627","9.94585824","8.52560726","8.82565666","8.62100560",
"Iraq","433","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","10.73381226","11.08705245","9.68460031","6.63502533","6.86164478","8.12643641","10.48782985","8.76698807","8.15560675","10.48532387","9.42650929",
"Mauritania","682","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","3.37243899","2.96257033","3.94065962","3.47144724","3.10243438","2.99217477","3.70613493","4.26801485","4.63912807","4.18678319","4.31824730",
"Yemen, Republic of","474","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","5.03332912","5.48638303","1.94862468","1.34607946","1.08035688","3.01916587","1.59099521","0.82657573","1.29510285","1.00138349","0.50730341",
"Kuwait","443","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","7.54287682","7.37081549","6.46257831","6.64569292","6.39773074","7.99146454","11.26054031","12.89312077","9.66926373","9.72009325","11.13526105",
"Lebanon","446","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","12.08231406","12.56836700","11.90294144","12.80666234","13.09153148","12.03458847","19.12590241","12.06578102","6.78606540","5.24406434",,
"MENAP","440","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","12.76731867","13.78071756","12.86881944","10.86174610","9.99946314","10.38655890","11.21188632","9.12162274","7.80532964","8.18847794","7.91403931",
"Mauritania","682","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","4.01697245","1.25139324","0.16798560","0.68057589","1.46395820","1.89478628","1.87879513","2.58850550","1.23205179","3.17044866",,
"Bahrain","419","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","2.41984495","3.25810734","1.93125098","1.22971325","1.16914507","1.02285362","1.89596750","0.97735100","1.71524909","1.88576399","2.19450238",
"Algeria","612","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","32.32932535","33.43433555","28.41724033","22.53860779","19.19050858","17.40093972","17.22098962","12.69285209","11.66691793","14.52401775","14.71005795",
"GCC","450","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","14.06987360","15.04656007","14.11364334","12.15746178","10.92466498","11.37093455","13.81843034","11.35674807","9.75399051","9.65685968","9.39752789",
"MENA","441","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","13.23540575","14.31010698","13.31840143","11.22015338","10.39108357","10.81590016","11.68604223","9.43622316","8.12874608","8.45233318","8.27275544",
"Iran, Islamic Republic of","429","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","15.97055652","20.59483234","19.25287083","15.70136119","16.89211727","19.83288126","3.27240775","2.18562196","2.36527568","2.71151138","2.83399533",
"Tunisia","744","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","3.39795221","4.09312843","4.09796933","3.14465349","2.71354258","2.64937722","4.56441897","4.49103285","3.59225608","3.18026942","3.17594577",
"Morocco","686","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","4.52839934","5.93949705","6.04934742","6.10585255","5.67442757","5.42038353","6.85293528","7.17084005","5.80007782","5.35785475","5.59851124",
"Egypt","469","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","2.50659099","2.70078923","3.50508859","2.98246374","5.00670364","6.69910994","7.00281409","5.47247593","4.59261430","4.42617476","4.39451566",
"Georgia","915","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","3.38190031","3.74195932","3.56571412","3.53962010","3.38681194","3.53576752","4.69158052","4.20844510","3.35463531","3.22383804","3.05293702",
"Saudi Arabia","456","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","33.62341930","35.53570800","37.33789376","31.83337401","28.42262824","27.21770487","32.90588126","25.55617679","21.11544068","20.04266109","17.78217088",
"Kazakhstan","916","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","5.28338755","7.80880082","9.19061058","8.66298579","7.90302633","7.04733123","7.50025803","8.64911474","6.97372178","6.54464098","6.58788678",
"Uzbekistan","927","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","16.44925407","19.74923823","20.14253895","19.25597081","14.37176349","12.22290739","15.45690586","14.99326091","11.84133003","10.67627632","8.42746367",
"Egypt","469","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","6.08331184","10.16344245","8.10994451","8.06386463","24.63316160","19.93809069","8.32527653","2.65978768","3.16990015","7.90747079","24.42463231",
"North Africa","500","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","814858286618.19299000","831783670610.72595000","794149604424.12500000","791229833922.41211000","700678133539.44604000","728551447272.64197000","774412241782.04199000","785260262372.54700000","858233565791.72095000","932677154168.96606000","901110511132.11804000",
"North Africa","500","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","27.83864375","23.67628899","22.17015481","20.23307093","23.28615953","26.35071185","26.25302417","22.53690347","24.28408637","26.75715111","26.12579089",
"North Africa","500","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-6.89381628","-8.66110243","-9.89592702","-9.89515523","-7.77797117","-6.92183409","-7.16170752","-8.18224252","-6.52961633","-5.15532245","-6.31304153",
"North Africa","500","Balance on Current Account, US Dollars","BCA_USD","Value","-25593172614.59400200","-46922954822.02890000","-60690979715.54910300","-64031892364.62629700","-45565455495.08879900","-27459510767.29859900","-35894512144.01909600","-43796828430.99829900","-34261922375.46410000","839598066.62134397","-600128124.04421699",
"North Africa","500","Broad money, percent change","FMB_PCH_PT","Value","11.33344431","12.88347510","10.07936942","12.58748424","26.50194828","19.77313916","9.53596433","16.96704839","16.96335073","18.24922229","21.81116014",
"North Africa","500","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","6.73269423","8.27916085","8.45153731","9.47875301","16.35386034","16.24395796","10.48119528","11.29559571","15.75459118","13.88397169","23.17761029",
"North Africa","500","Imports of goods and services, billions of US dollars","BM_USD","Value","228500059624.58496000","234555315559.63602000","215445084865.08096000","208243744697.23700000","217900014761.69000000","229361785083.60101000","227989989897.49600000","201461846217.00601000","230285780610.37796000","275234349628.39697000","254596809602.40002000",
"North Africa","500","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","54.76311583","55.11791722","61.83637748","70.67102821","73.39039083","72.83883844","72.69313466","84.95920782","83.91764516","81.48166403","82.18635504",
"North Africa","500","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","12.08189668","12.47963776","11.19976612","8.97621532","8.40344277","8.17802510","8.57167349","6.93222369","5.85999761","6.56897155","6.63848542",
"North Africa","500","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","1.82586266","1.77716117","3.79047376","3.17728026","5.20934320","3.69764583","2.57907736","-1.86012598","5.00609674","3.85827223","3.02669196",
"North Africa","500","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-3.14081271","-5.64124501","-7.64226027","-8.09270450","-6.50305088","-3.76905583","-4.63506518","-5.57736467","-3.99214430","0.09002022","-0.06659873",
"North Africa","500","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","23.13738383","23.06932153","25.07128882","29.43325526","41.42103789","39.41594731","38.48821752","43.56342808","38.85206262","39.88779366","43.75835168",
"North Africa","500","Exports of goods and services, billions of US dollars","BX_USD","Value","186545359575.15701000","176562823648.97400000","142995875536.62900000","127662336837.24300000","143268193168.45099000","166128183343.88199000","167668334426.00500000","137690715093.90799000","168592147876.23499000","237456070676.19501000","228317983726.30402000",
"North Africa","500","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","352673052747.07098000","310543656885.14502000","265418879500.44202000","226176866513.87201000","231882105354.08801000","232960918303.89200000","219874486344.47000000","202395577642.50000000","212126028451.57297000","221374026617.05600000","236481943046.26599000",
"Somalia","726","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","1.17840134","1.30853041","1.67050131","1.52442593","1.72857096","2.21566416","2.43843699","2.29503285","2.33324663","2.52108182","2.46033552",
"Somalia","726","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","5868917914.55935960","6443371754.56867030","6840873295.64653970","7390796616.53030870","8252394373.29876140","8278212305.61038110","9420431258.24666980","9204140383.17507930","9838711514.67494960","10419541202.07950000","11515268839.40710100",
